vendor, program
Siemens,PXM50-1
Siemens,PXM50.E
Siemens,Parasolid
Siemens,Parasolid Translator Component
Siemens,Perpetual Large
Siemens,Perpetual Medium
Siemens,Perpetual Non-Prod
Siemens,Perpetual Small
Siemens,Polarion
Siemens,Polarion ALM
Siemens,Polarion Subversion Webclient
Siemens,Polarion WebClient for SVN
Siemens,PowerSys
Siemens,Powermanager
Siemens,ProSave
Siemens,Process Historian
Siemens,Process Historian OPC UA Server
Siemens,Production Suite
Siemens,QMS Automotive
Siemens,Quality
Siemens,Questa
Siemens,Questa Simulation
Siemens,R20-11
Siemens,RDL
Siemens,ROS#
Siemens,RTLS
Siemens,RTLS Locating Manager
Siemens,RUGGEDCOM CROSSBOW (SAM-P)
Siemens,RUGGEDCOM CROSSBOW SAC
Siemens,RUGGEDCOM CROSSBOW Secure Access Manager Primary
Siemens,RUGGEDCOM CROSSBOW Station Access Controller
Siemens,ReadyStart
Siemens,Remote Connect
Siemens,Remote Connect Client
Siemens,Remote Connect Server
Siemens,Route Control
Siemens,S2000
Siemens,S3000
Siemens,S7-1500
Siemens,S7-1500 CPU 1518-4
Siemens,S7-1500 CPU 1518F-4
Siemens,S7-1500 Software Controller
Siemens,S7-1500 Software Controller - SIMATIC CPU 1507S
Siemens,S7-1500 Software Controller - SIMATIC CPU 1507S F
Siemens,S7-1500 Software Controller - SIMATIC CPU 1508S
Siemens,S7-1500 Software Controller - SIMATIC CPU 1508S F
Siemens,S7-1500 Software Controller - SIMATIC CPU 1508S T
Siemens,S7-1500 Software Controller - SIMATIC CPU 1508S TF
Siemens,S7-PLCSIM Advanced
Siemens,S7-PM
Siemens,SCALANCE LPE9413
Siemens,SCALANCE LPE9433
Siemens,SCOUT TIA
Siemens,SCT
Siemens,SE2022
Siemens,SENTRON 7KT PAC1261 Data Manager
Siemens,SENTRON Powermanager
Siemens,SENTRON powermanager
Siemens,SICAM PQ Analyzer
Siemens,SICAM SIAPP SDK
Siemens,SICAM TOOLBOX II
Siemens,SIDIS Prime
Siemens,SIGUARD DSA
Siemens,SIMARIS
Siemens,SIMATIC Automation Tool
Siemens,SIMATIC Automation Tool SDK Windows
Siemens,SIMATIC BATCH
Siemens,SIMATIC Control Function Library
Siemens,SIMATIC D7-SYS
Siemens,SIMATIC ET 200SP Open Controller CPU 1515SP PC2
Siemens,SIMATIC ET 200SP Open Controller CPU 1515SP PC3
Siemens,SIMATIC Energy Manager
Siemens,SIMATIC Energy Suite
Siemens,SIMATIC HMI MTP1000 Unified Comfort
Siemens,SIMATIC HMI MTP1200 Comfort Pro
Siemens,SIMATIC HMI MTP1200 Unified Comfort
Siemens,SIMATIC HMI MTP1500 Comfort Pro
Siemens,SIMATIC HMI MTP1500 Unified Comfort
Siemens,SIMATIC HMI MTP1900 Comfort Pro
Siemens,SIMATIC HMI MTP1900 Unified Comfort
Siemens,SIMATIC HMI MTP2200 Comfort Pro
Siemens,SIMATIC HMI MTP2200 Unified Comfort
Siemens,SIMATIC HMI MTP700 Unified Comfort
Siemens,SIMATIC IOT2050
Siemens,SIMATIC IPC DiagBase
Siemens,SIMATIC IPC DiagMonitor
Siemens,SIMATIC IPC IPC127E
Siemens,SIMATIC IPC IPC227E
Siemens,SIMATIC IPC IPC227G
Siemens,SIMATIC IPC IPC427E
Siemens,SIMATIC IPC IPC847E
Siemens,SIMATIC IPC127E
Siemens,SIMATIC IPC427E
Siemens,SIMATIC IPC847E
Siemens,SIMATIC Information Server 2020
Siemens,SIMATIC Information Server 2022
Siemens,SIMATIC Logon
Siemens,SIMATIC MTP CREATOR
Siemens,SIMATIC MTP Integrator
Siemens,SIMATIC Management Agent
Siemens,SIMATIC Management Console
Siemens,SIMATIC NET PC Software
Siemens,SIMATIC ODK 1500S
Siemens,SIMATIC OpenPCS 7
Siemens,SIMATIC PCS 7
Siemens,SIMATIC PCS 7 Advanced Process Faceplates
Siemens,SIMATIC PCS 7 Advanced Process Functions
Siemens,SIMATIC PCS 7 Advanced Process Graphics
Siemens,SIMATIC PCS 7 Advanced Process Library
Siemens,SIMATIC PCS 7 Basis Library
Siemens,SIMATIC PCS 7 Industry Library
Siemens,SIMATIC PCS 7 Logic Matrix
Siemens,SIMATIC PCS 7 MPC Configurator
Siemens,SIMATIC PCS 7 PowerControl
Siemens,SIMATIC PCS 7 Standard Chemical Library V10.0
Siemens,SIMATIC PCS 7 Standard Chemical Library V9.1
Siemens,SIMATIC PCS 7 TeleControl
Siemens,SIMATIC PCS 7 V
Siemens,SIMATIC PCS 7 V9.1
Siemens,SIMATIC PCS neo
Siemens,SIMATIC PCS neo V4.1
Siemens,SIMATIC PCS neo V5.0
Siemens,SIMATIC PCS neo V6.0
Siemens,SIMATIC PDM
Siemens,SIMATIC PDM Maintenance Station
Siemens,SIMATIC PDM Maintenance Station V5.0
Siemens,SIMATIC ProSave
Siemens,SIMATIC Process Function Library
Siemens,SIMATIC Process Historian
Siemens,SIMATIC RTLS Locating Manager
Siemens,SIMATIC Route Control
Siemens,SIMATIC S7 F Systems
Siemens,SIMATIC S7 Modular PID CTRL Tool
Siemens,SIMATIC S7 Standard PID Control Tool
Siemens,SIMATIC S7-1500 CPU 1511T-1 PN
Siemens,SIMATIC S7-1500 Software Controller
Siemens,SIMATIC S7-1500 Software Controller CPU 1507S
Siemens,SIMATIC S7-1500 Software Controller CPU 1507S F
Siemens,SIMATIC S7-1500 Software Controller CPU 1508S
Siemens,SIMATIC S7-1500 Software Controller CPU 1508S F
Siemens,SIMATIC S7-1500 Software Controller CPU 1508S TF
Siemens,SIMATIC S7-1500 Software Controller Linux V3
Siemens,SIMATIC S7-1500 Software Controller V2
Siemens,SIMATIC S7-1500 Software Controller V3
Siemens,SIMATIC S7-Fail-safe Configuration Tool
Siemens,SIMATIC S7-PCT
Siemens,SIMATIC S7-PLCSIM
Siemens,SIMATIC S7-PLCSIM Advanced
Siemens,SIMATIC STEP 7
Siemens,SIMATIC STEP 7 CFC
Siemens,SIMATIC Safety Matrix
Siemens,SIMATIC Target
Siemens,SIMATIC Technology Package TPCamGen
Siemens,SIMATIC Virtualization as a Service
Siemens,SIMATIC WinCC
Siemens,SIMATIC WinCC OA
Siemens,SIMATIC WinCC Runtime Advanced
Siemens,SIMATIC WinCC Runtime Professional
Siemens,SIMATIC WinCC TeleControl
Siemens,SIMATIC WinCC Unified
Siemens,SIMATIC WinCC Unified Line Coordination
Siemens,SIMATIC WinCC Unified PC Runtime
Siemens,SIMATIC WinCC Unified Sequence
Siemens,SIMATIC WinCC Visualization Architect
Siemens,SIMATIC WinCC flexible ES
Siemens,SIMATIC eaSie Core Package
Siemens,SIMATIC eaSie Document Skills
Siemens,SIMATIC eaSie PCS 7 Skill Package
Siemens,SIMATIC eaSie Workflow Skills
Siemens,SIMIT
Siemens,SIMIT Rapid Tester
Siemens,SIMIT Simulation Platform
Siemens,SIMOCODE ES
Siemens,SIMOTION OA MIIF
Siemens,SIMOTION OACAMGEN
Siemens,SIMOTION OALECO
Siemens,SIMOTION OAVIBX
Siemens,SIMOTION SCOUT
Siemens,SIMOTION SCOUT TIA
Siemens,SIMOTION SCOUT TIA V5.6
Siemens,SINAMICS STARTER
Siemens,SINAMICS Startdrive
Siemens,SINEC INS
Siemens,SINEC NMS
Siemens,SINEC NMS - SINEC NMS V
Siemens,SINEC NMS V
Siemens,SINEC NMS V1.0
Siemens,SINEC NMS V2.0
Siemens,SINEC NMS V3.0
Siemens,SINEC NMS V4.0
Siemens,SINEC Security Monito
Siemens,SINEC Traffic Analyzer
Siemens,SINEMA
Siemens,SINEMA RC Client
Siemens,SINEMA RC Server
Siemens,SINEMA Remote Connect Client
Siemens,SINEMA Remote Connect Server
Siemens,SINEMA SERVER
Siemens,SINEMA Server
Siemens,SINETPLAN
Siemens,SINUMERIK Edge
Siemens,SINUMERIK ONE
Siemens,SINUMERIK PLC Programming Tool
Siemens,SIPORT
Siemens,SIPORT MP
Siemens,SIRIUS engineering Safety ES
Siemens,SIRIUS engineering Soft Starter ES
Siemens,SISTAR
Siemens,SITRANS
Siemens,SIVaaS
Siemens,SOA Audit
Siemens,SOA Cockpit
Siemens,SOFTNET-IE PNIO
Siemens,SOFTSTARTER
Siemens,SPPA-S2000
Siemens,SPPA-S3000
Siemens,SPPA-T3000
Siemens,SPPA-T3000 MS3000
Siemens,SPPA-T3000 SeS3000
Siemens,ST7CC
Siemens,ST7sc
Siemens,STAR-CCM+
Siemens,STARTDRIVE
Siemens,STARTER
Siemens,STEP 7
Siemens,STEP 7 (TIA Portal)
Siemens,STEP 7 Safety
Siemens,STEP 7 V
Siemens,STEP7
Siemens,SUS Large
Siemens,SUS Medium
Siemens,SUS Non-Prod
Siemens,SUS Small
Siemens,Safety ES
Siemens,ScadaConnect
Siemens,Security Manager Edge Controller
Siemens,Security Monitor
Siemens,Server
Siemens,SiNVR/SiVMS Video Server
Siemens,SiPass
Siemens,SiPass integrated
Siemens,SiPass integrated AC5102
Siemens,SiPass integrated ACC-AP
Siemens,Siemens NX
Siemens,Siemens Network Planner
Siemens,Siemens SICAM PAS
Siemens,Siemens SICAM PQS
Siemens,Siemens Siveillance VMS VMS Device Pack
Siemens,Siemens Siveillance VMS Video
Siemens,Siemens Software Center
Siemens,Siemens Solid Edge
Siemens,Siemens Solid Edge 2025
Siemens,Siemens Solid Edge 2026
Siemens,Siemens Totally Integrated Automation Portal
Siemens,Siemens Totally Integrated Automation Portal V16 - SIMATIC S7-PLCSIM
Siemens,Siemens Totally Integrated Automation Portal V17
Siemens,Siemens Totally Integrated Automation Portal V17 - SIMATIC S7-PLCSIM V17.0
Siemens,Siemens Totally Integrated Automation Portal V18
Siemens,Siemens Totally Integrated Automation Portal V19
Siemens,Siemens Totally Integrated Automation Portal V20
Siemens,Simcenter
Siemens,Simcenter 3D
Siemens,Simcenter Amesim
Siemens,Simcenter Femap
Siemens,Simcenter Femap V2406
Siemens,Simcenter Femap V2412
Siemens,Simcenter Nastran
Siemens,Simcenter STAR-CCM+
Siemens,Simcenter STAR-CCM+ Viewer
Siemens,Simcenter Studio
Siemens,Simcenter System Architect
Siemens,Simcenter Testlab
Siemens,Simulation Platform
Siemens,Siveillance Control
Siemens,Siveillance Control Pro
Siemens,Siveillance Identity
Siemens,Siveillance Video
Siemens,Siveillance Video Client
Siemens,Siveillance Video DLNA Server
Siemens,Siveillance Video Mobile Serve
Siemens,SmartClient modules Opcenter QL Home (SC)
Siemens,Soft Comfort
Siemens,Soft Starter ES
Siemens,Software Center
Siemens,Software Controller
Siemens,Software ST7sc
Siemens,Solid Edge
Siemens,Solid Edge 2024
Siemens,Solid Edge CAM Pro
Siemens,Solid Edge Harness Design
Siemens,Source Code
Siemens,Spectrum Power
Siemens,Spectrum Power 4
Siemens,Spectrum Power 7
Siemens,Startdrive
Siemens,T3000
Siemens,TC Compact
Siemens,TC Modular
Siemens,TIA Administrator
Siemens,TIA Administrator - TIA Portal
Siemens,TIA Portal
Siemens,TIA Portal Cloud
Siemens,TIA Portal Cloud Connector
Siemens,TIA Portal Cloud V19
Siemens,TIA Portal Test Suite
Siemens,TIA Project-Server
Siemens,TIA Project-Server V17
Siemens,TIM 1531 IRC
Siemens,TOOLBOX II
Siemens,Teamcenter
Siemens,Teamcenter Active Workspace
Siemens,Teamcenter Deployment Center
Siemens,Teamcenter EDA
Siemens,Teamcenter Integration Framework
Siemens,Teamcenter MBSE Gateway
Siemens,Teamcenter Microservices Framework
Siemens,Teamcenter Reporting and Analytics
Siemens,Teamcenter Technical Publishing
Siemens,Teamcenter Visualization
Siemens,Tecnomatix
Siemens,Tecnomatix Plant Simulation
Siemens,Tecnomatix Plant Simulation 2404
Siemens,Tecnomatix RobotExpert
Siemens,TeleControl Server
Siemens,TeleControl Server Basic
Siemens,Totally Integrated Automation Portal
Siemens,Totally Integrated Automation Portal (TIA Portal)
Siemens,Totally Integrated Automation Portal V17
Siemens,Totally Integrated Automation Portal V18
Siemens,Totally Integrated Automation Portal V19
Siemens,Totally Integrated Automation Portal V20
Siemens,Traffic Analyzer
Siemens,Unicam FX
Siemens,User Management Component
Siemens,VeSys
Siemens,Video Open Network Bridge
Siemens,Win CC
Siemens,Win CC (TIA Portal)
Siemens,WinAC RTX
Siemens,WinAC RTX (F) 2010
Siemens,WinAC RTX 2010
Siemens,WinAC RTX F 2010
Siemens,WinAC RTX-F 2010
Siemens,WinCC
Siemens,WinCC  (TIA Portal)
Siemens,WinCC  Runtime Advanced
Siemens,WinCC (TIA Portal)
Siemens,WinCC OA
Siemens,WinCC OPC UA Client
Siemens,WinCC OPC UA Server
Siemens,WinCC Panel Image Setup
Siemens,WinCC Professional
Siemens,WinCC Runtime
Siemens,WinCC Runtime Advanced
Siemens,WinCC Runtime Professional
Siemens,WinCC TeleControl
Siemens,WinCC Unified
Siemens,WinCC Unified PC Runtime
Siemens,X-200RNA
Siemens,XHQ
Siemens,Xpedition Designer
Siemens,Xpedition Enterprise
Siemens,Xpedition IC Packaging
Siemens,Xpedition Layout Browser
Siemens,cpu 1510sp f-1 pn
Siemens,cpu 1510sp-1 pn
Siemens,cpu 1511-1 pn
Siemens,cpu 1511c-1 pn
Siemens,cpu 1511f-1 pn
Siemens,cpu 1512sp f-1 pn
Siemens,cpu 1512sp-1 pn
Siemens,cpu 1513-1 pn
Siemens,cpu 1513f-1 pn
Siemens,cpu 1515-2 pn
Siemens,cpu 1515f-2 pn
Siemens,cpu 1515sp pc
Siemens,cpu 1516-3 pn/dp
Siemens,cpu 1516f-3 pn/dp
Siemens,cpu 1516t-3 pn/dp
Siemens,cpu 1516tf-3 pn
Siemens,cpu 1517-3 pn/dp
Siemens,cpu 1517t-3 pn
Siemens,cpu 1517tf-3 pn
Siemens,cpu 1517tf-3 pn/dp
Siemens,cpu 1518-3 pn
Siemens,cpu 1518-4 pn/dp
Siemens,cpu 1518f-4 pn/dp mfp
Siemens,cpu 1518tf-4 pn/dp
Siemens,cpu 1518tf-4 pn/dp gfnv_en1_plv1_plc10600-01_x2
Siemens,cpu 1518tf-4 pn/dp gfnv_en1_plv1_plc11000-01_x2
Siemens,cpu 1518tf-4 pn/dp gfnv_en1_plv1_plc11200-01_x2
Siemens,cpu 1518tf-4 pn/dp gfnv_en1_plv1_plc11800-01_x2
Siemens,cpu 1518tf-4 pn/dp gfnv_en1_plv1_plc30400-01_x2
Siemens,cpu 1518tf-4 pn/dp gfnv_en1_plv1_plc30400-03_x2
Siemens,cpu 1518tf-4 pn/dp gfsh_bmp3_tla1_plc08_x2
Siemens,cpu 1518tf-4 pn/dp gfsh_ps1_tla1_plc02_x2
Siemens,cpu 1518tf-4 pn/dp gfsh_ps1_tla1_plc04_x2
Siemens,cpu 1518tf-4 pn/dp gfsh_ps1_tla1_plc05_x2
Siemens,cpu1510 sp-1 pn
Siemens,cpu1511-1 pn
Siemens,eaSie Core Package
Siemens,eaSie PCS 7 Skill Package
Siemens,gWAP
Siemens,jROS for Spectrum Power 7
Siemens,powermanager
Siemens,ruggedcom ape1808
Siemens,s7 1500 cpu 1510sp f-1 pn
Siemens,s7 1500 cpu 1510sp-1 pn
Siemens,s7 1500 cpu 1511-1 pn
Siemens,s7 1500 cpu 1511f-1 pn
Siemens,s7 1500 cpu 1512sp f-1 pn
Siemens,s7 1500 cpu 1513f-1 pn
Siemens,s7 1500 cpu 1516-3 pn/dp
Siemens,s7 1500 cpu 1517tf-3 pn/dp
Siemens,s7 1500 cpu 1518-3 pn
Siemens,s7 1500 cpu 1518tf-4pn/dp
Siemens,siemens license server
Siemens,siemens s7-1500 - cpu 1512sp f-1 pn
Siemens,simatic s7 cpu 1512sp-1 pn
Siemens,simatic s7-1500 cpu 1507d tf
Siemens,simatic s7-1500 cpu 1512sp f-1 pn
Siemens,simatic s7-1500 cpu 1513f-1 pn
Siemens,simatic s7-1500 cpu 1513pro f-2 pn
Siemens,simatic s7-1500 cpu 1515-2 pn
Siemens,simatic s7-1500 cpu 1515f-2 pn
Siemens,simatic s7-1500 cpu 1516f-3 pn/dp
Siemens,simatic s7-1500 cpu 1516t-3 pn/dp
Siemens,simatic s7-1500 cpu 1517tf-3 pn/dp
Siemens,simatic s7-1500 cpu 1518-4 pn/dp mfp
Siemens,simatic s7-1500 cpu 1518f-4 pn/dp odk
Siemens,simatic s7-1500 cpu 1518t-4 pn/dp
Siemens,simatic s7-1500 cpu 1518tf-4 pn/dp
Siemens,syngo Dynamics
Siemens,syngo fastView
Siemens,viscotecplc1
Silex,AMC Manager
Simon Tatham,PuTTY
SimpleHelp Ltd,Remote Access
SimpleHelp Ltd,SimpleHelp
Sitecore,CMS
Sitecore,Experience Commerce
Sitecore,Experience Manager
Sitecore,Experience Platform
Sitecore,Managed Cloud
SmarterTools,SmarterMail
SmarterTools,smartermail
Snap One,OvrC Pro
SoftEther,SoftEther VPN Client
Softing,Softing OPC Classic Toolkit
Softneta,MedDream PACS
Software Toolbox,TOP Server
SolarView Technologies,contec
SolarWinds,Orion Network Performance Monitor
SolarWinds,Serv-U
SolarWinds,SolarWinds Platform
SolarWinds,Web Help Desk
Soliton Systems K.K.,FileZen
Sonicwall,NSV270
Sonicwall,NSV470
Sonicwall,NSV870
Sonicwall,NSv 270
Sonicwall,NSv 470
Sonicwall,NSv 870
Sonicwall,SMA 1000
Sonicwall,SMA1000
Sophos,Firewall
Sophos,Web Appliance
Sophos,XG Firewall
Spreadsheet,Spreadsheet-ParseExcel
Spring Source,Spring Framework
Sunbird,DCIM dcTrack
Sunbird,Power IQ
Sunhillo,SureLine
Symantec,symantec endpoint protection
Synacor,Collaboration
Synacor,Zimbra
Synacor,Zimbra Collaboration
Synacor,Zimbra Collaboration Suite
Synology,BeeDrive
Synology,C2
Synology,Mail Station
Synology,Router Manager
Synology,Storage Manager
Synology,Synology Active Backup
Synology,Synology Assistant
SysAid Technologies,SysAid Agent
SysAid Technologies,SysAid Server
TEL-STER,TelWin SCADA WebInterface
TeamT5,ThreatSonar Anti-Ransomware
TeamViewer,TeamViewer
TeamViewer,TeamViewer Full Client
TeamViewer,TeamViewer Host
The Git Development Community,Git
The PHP Group,PHP
The PHP Group,PHPMailer
The VirtualGL Project,TurboVNC
Thingworx,Thingworx Industrial Connectivity
Thingworx,Thingworx Kepware Server
Tibbo Technology,AggreGate Network Manager
Transware,Active! mail
Trend Micro,Apex One
Trend Micro,Worry-Free
Triangle MicroWorks,SCADA Data Gateway
Trimble,Cityworks
TrueConf,TrueConf
Trumpf Laser +,Oseon
Trumpf Laser +,TruTops Boost
Trumpf Laser +,TruTops Cell
Trumpf Laser +,TruTops Classic
Trumpf Laser +,TruTops Fab
Trumpf Laser +,TruTops Mark
Trumpf Laser Marking AG,Oseon
Trumpf Laser Marking AG,TruTops Boost
Trumpf Laser Marking AG,TruTops Cell
Trumpf Laser Marking AG,TruTops Classic
Trumpf Laser Marking AG,TruTops Fab
Trumpf Laser Marking AG,TruTops Mark
Trumpf Laser Marking,Oseon
Trumpf Laser Marking,TruTops Boost
Trumpf Laser Marking,TruTops Cell
Trumpf Laser Marking,TruTops Classic
Trumpf Laser Marking,TruTops Fab
Trumpf Laser Marking,TruTops Mark
Twilio,Authy Android
Twilio,Authy iOS
Tyco,ICU - iSTAR Configuration Utility
UNIX,udhcp
Ubia,Ubox
Ubuntu,Kernel 24.04.4
Ubuntu,bash
Ubuntu,libphp-phpmailer
Ubuntu,ruby-actionview
Ubuntu,sudo
Ubuntu,telnetd
Unify,OpenScape Contact Center Enterprise
VMWare,Access Connector
VMWare,Aria Operations
VMWare,Avi Load Balancer
VMWare,Cloud Foundation
VMWare,Cloud Foundationcust
VMWare,ESXI
VMWare,Identity Manager
VMWare,Identity Manager Connector
VMWare,SD-WAN
VMWare,Spring Framework
VMWare,Telco Cloud
VMWare,Telco Cloud Infrastructure
VMWare,Telco Cloud Platform
VMWare,VMWare Enhanced Authentication Plug-in
VMWare,VMWare Tools
VMWare,VMWare vSphere ESXi
VMWare,VMware Cloud Foundation
VMWare,VMware Cloud Foundation (ESXi)
VMWare,VMware Cloud Foundation (vCenter)
VMWare,VMware ESXi
VMWare,VMware Fusion
VMWare,VMware Telco Cloud Infrastructure
VMWare,VMware Telco Cloud Infrastructure (ESXi)
VMWare,VMware Telco Cloud Infrastructure (vCenter)
VMWare,VMware Telco Cloud Platform
VMWare,VMware Telco Cloud Platform (ESXi)
VMWare,VMware Telco Cloud Platform (vCenter)
VMWare,VMware Tools
VMWare,VMware Workstation
VMWare,VMware vCenter Server
VMWare,VMware vSphere Foundation
VMWare,Vmware Workstation
VMWare,Workspace ONE UEM
VMWare,Workspace One Access
VMWare,cloud foundation
VMWare,identity manager
VMWare,vCenter Server
VMWare,vSphere Foundation
VMWare,vrealize automation
VMWare,vrealize suite lifecycle manager
VMware,Access Connector
VMware,Aria Operations
VMware,Avi Load Balancer
VMware,Cloud Foundation
VMware,Cloud Foundationcust
VMware,ESXI
VMware,Identity Manager
VMware,Identity Manager Connector
VMware,SD-WAN
VMware,Spring Framework
VMware,Telco Cloud
VMware,Telco Cloud Infrastructure
VMware,Telco Cloud Platform
VMware,VMWare Enhanced Authentication Plug-in
VMware,VMWare Tools
VMware,VMWare vSphere ESXi
VMware,VMware Cloud Foundation
VMware,VMware Cloud Foundation (ESXi)
VMware,VMware Cloud Foundation (vCenter)
VMware,VMware ESXi
VMware,VMware Fusion
VMware,VMware Telco Cloud Infrastructure
VMware,VMware Telco Cloud Infrastructure (ESXi)
VMware,VMware Telco Cloud Infrastructure (vCenter)
VMware,VMware Telco Cloud Platform
VMware,VMware Telco Cloud Platform (ESXi)
VMware,VMware Telco Cloud Platform (vCenter)
VMware,VMware Tools
VMware,VMware Workstation
VMware,VMware vCenter Server
VMware,VMware vSphere Foundation
VMware,Vmware Workstation
VMware,Workspace ONE UEM
VMware,Workspace One Access
VMware,cloud foundation
VMware,identity manager
VMware,vCenter Server
VMware,vSphere Foundation
VMware,vrealize automation
VMware,vrealize suite lifecycle manager
Valmet,DNA Engineering Web Tools
Varian Medical Systems,SmartConnect
Veeam Software,Backup & Replication
Veeam Software,Veeam Agent for Microsoft Windows
Veeam Software,Veeam Backup & Replication
Veeam Software,veeam
Vercel,Next.js
Versa Networks,Concerto SD-WAN
Versa Networks,Versa Director
Vertikal Systems,Hospital Manager Backend Services
Vertiv,Environet
Verve Industrial Protection,Asset Manager
Verve Industrial Protection,Verve
Verve Industrial Protection,Verve Asset Manager
Voltronic Power Technology,ViewPower Pro
Voltronic Power Technology,Viewpower
Voltronic Power Technology,Viewpower Pro
WAGO,Device Sphere
WAGO,Solution Builder
WAGO,Visualization And Control Hub
WAGO,WAGO Navigator
WAGO,WAGO Software Device Sphere
WAGO,WAGO Software Solution Builder
WAGO,Wago Device Sphere
WAGO,e!COCKPIT
WIBU-SYSTEMS AG,CodeMeter
WIBU-SYSTEMS AG,WibuKey
Washington University,wu-ftpd
WatchGuard Technologies,Fireware OS
Wazuh,Wazuh
Webmin,Webmin
Weintek,EasyBuilder Pro
Weintek,Weincloud
Welch Allyn,Configuration Tool
Welch Allyn,Connex Health Portal
WellinTech,KingHistorian
WhatsApp,whatsapp for mac
Wing FTP Server,Wing FTP Server
Wireshark,Wireshark
XWiki,XWiki
Xiamen Milesight IoT,DeviceHub
Xinje,Xinje PLC Program Tool
Yokogawa,Centum CS
Yokogawa,Collaborative Information Server
Yokogawa,Dual-redundant Platform
Yokogawa,Exaopc
Yokogawa,FAST/TOOLS
Yokogawa,PC2CKM
Yokogawa,WTViewerE 761941
Yokogawa,WTViewerEfree
Yokogawa,YOKOGAWA CENTUM VP
Yokogawa,YOKOGAWA ProSafe-RS
Yokogawa,Yokogawa CENTUM VP
Yokogawa,Yokogawa Centum VP
Yokogawa,widefield3
ZKTeco,BioAccess IVS
ZKTeco,BioTime
ZOLL,ePCR IOS Mobile Application
Zebra Technologies,Zebra Printer Profile Manager Enterprise
Zeek,ICSNPP
Zimbra,Collaboration
Zimbra,Collaboration Suite
Zimbra,Synacor Zimbra Collaboration
Zimbra,Zimbra
Zimbra,Zimbra Collaboration
Zimbra,Zimbra Collaboration Suite
Zlib,Zlib
Zoho Corp,ManageEngine Desktop Central
Zoho Corp,ManageEngine ServiceDesk Plus MSP
axios,axios
cPanel,cpanel
cPanel,cpanel-dnsonly
cPanel,whm
cPanel,wp2
cPanel,wp_squared
cPanel,wpsquared
ec2,BioDose
flowiseai,flowise
freetype.org,FreeType
iniNet Solutions,SpiderControl SCADA PC HMI Editor
iniNet Solutions,SpiderControl SCADA Web Server
mySCADA,myPRO
mySCADA,myPRO Manager
mySCADA,myPRO Runtime
ownCloud,graphapi
uvnc bvba,UltraVnc
